Oe6_s07345	gi|12054837|emb|AJ243943.1|	89.24	158	15	2	633	789	157	1	1e-45	196
Oe6_s07345	gi|12054838|emb|AJ243944.1|	90.79	76	6	1	714	788	76	1	8e-17	100
Oe6_s07345	gi|12054838|emb|AJ243944.1|	89.61	77	7	1	235	311	76	1	1e-15	97.1
Oe6_s07345	gi|12054838|emb|AJ243944.1|	93.55	62	3	1	169	230	61	1	5e-14	91.6
Oe6_s07345	gi|12054838|emb|AJ243944.1|	87.01	77	8	2	394	469	76	1	2e-12	86.1
Oe6_s07345	gi|12054838|emb|AJ243944.1|	86.08	79	6	4	873	949	76	1	1e-10	80.5
Oe6_s07345	gi|12054838|emb|AJ243944.1|	85.53	76	10	1	1033	1107	76	1	4e-10	78.7
Oe6_s07345	gi|12054838|emb|AJ243944.1|	86.89	61	7	1	10	70	60	1	8e-07	67.6
Oe6_s07345	gi|2664193|emb|AJ002765.1|	88.00	75	8	1	418	491	75	1	6e-13	87.9
Oe6_s07345	gi|2664193|emb|AJ002765.1|	87.50	64	6	2	1057	1118	75	12	2e-08	73.1
