Oe6_s03225	gi|381356398|dbj|AP012279.1|	73.46	422	102	8	2714	3130	5452053	5451637	2e-31	150
Oe6_s03225	gi|1127864182|gb|CP015367.1|	72.09	541	133	14	2755	3286	2462155	2461624	3e-30	147
Oe6_s03225	gi|689271676|gb|CP003811.1|	72.09	541	133	14	2755	3286	3251456	3250925	3e-30	147
Oe6_s03225	gi|627779227|gb|CP007569.1|	73.17	410	96	11	2728	3130	4378820	4378418	6e-27	135
Oe6_s03225	gi|1109364050|gb|CP017637.1|	72.75	411	96	12	2728	3130	7851372	7850970	1e-23	124
Oe6_s03225	gi|736032532|gb|CP010313.1|	72.62	409	100	9	2728	3130	7319286	7318884	1e-23	124
Oe6_s03225	gi|354952622|dbj|AP012206.1|	72.62	409	100	9	2728	3130	7285642	7285240	1e-23	124
Oe6_s03225	gi|1027800712|emb|LN907826.1|	72.51	411	97	12	2728	3130	7451673	7451271	6e-22	119
Oe6_s03225	gi|1184805171|gb|CP015848.1|	85.06	87	11	2	2327	2412	181978	181893	2e-12	87.9
Oe6_s03225	gi|82943940|dbj|AP007255.1|	84.09	88	10	4	2327	2412	3766501	3766416	8e-11	82.4
Oe6_s03225	gi|972713690|emb|LN997848.1|	88.89	63	7	0	2327	2389	4339122	4339060	1e-09	78.7
Oe6_s03225	gi|1133319690|gb|CP019239.1|	91.67	48	4	0	3063	3110	2742198	2742151	2e-06	67.6
Oe6_s03225	gi|1092246069|gb|CP017754.1|	100.00	34	0	0	3084	3117	242629	242662	3e-05	63.9
Oe6_s03225	gi|1092239519|gb|CP017751.1|	100.00	34	0	0	3084	3117	357289	357322	3e-05	63.9
Oe6_s03225	gi|1092232049|gb|CP017748.1|	100.00	34	0	0	3084	3117	2547037	2547004	3e-05	63.9
Oe6_s03225	gi|1243034522|gb|CP022098.1|	89.13	46	5	0	2861	2906	9241905	9241950	0.001	58.4
Oe6_s03225	gi|89343559|gb|CP000267.1|	100.00	31	0	0	3086	3116	389035	389005	0.001	58.4
Oe6_s03225	gi|1061585218|gb|CP013389.1|	100.00	29	0	0	3094	3122	3200654	3200682	0.018	54.7
Oe6_s03225	gi|1061577340|gb|CP013386.1|	100.00	29	0	0	3094	3122	2590210	2590238	0.018	54.7
